ID,name_en,name_cz,src_en,src_cz,desc_cz,desc_en,common,hard,hard_tol,spgrav,spgrav_tol,color,group_id,formula,test
475,Olivine,Olivín,https://en.wikipedia.org/wiki/Olivine,https://cs.wikipedia.org/wiki/Oliv%C3%ADn,,,1,6.75,0.25,,0,"žlutozelená až olivově zelená, červenohnědá",8,"(Mg,Fe)2[SiO4]",
476,Onyx,Onyx,,https://en.wikipedia.org/wiki/Onyx,,,1,7,0,,0,černobílé proužkování,4,SiO2,
477,Opal,Opál,,,,,0,6,0.5,,0,"bezbarvý, mléčně bílý, žlutavý, oranžově červený, zelený",4,SiO2·nH2O,
478,Orthoclase,Ortoklas,,,,,0,6,0,,0,"světle žlutobílý, nahnědlý",8,KAlSi3O8,
479,Osumilite,Osumilit,,,,,0,,0,,0,,8,,
480,Otavit,Otavit,,,,,0,,0,,0,,5,,
481,Pachnolite,Pachnolit,,,,,0,,0,,0,,3,,
482,Palygorskite,Palygorskit,,,,,0,,0,,0,,8,,
483,Paradamine,Paradamin,,,,,0,,0,,0,,7,,
484,Parahopeite,Parahopeit,,,,,0,,0,,0,,7,,
485,Paralaurionite,Paralaurionit,,,,,0,,0,,0,,4,,
486,Parasymplesitis,Parasymplezit,,,,,0,,0,,0,,7,,
487,Paravauxite,Paravauxit,,,,,0,,0,,0,,7,,
488,Parsonite,Parsonit,,,,,0,,0,,0,,7,,
489,Pearceite,Pearceit,,,,,0,,0,,0,,2,,
490,Pectolite,Pektolit,,https://cs.wikipedia.org/wiki/Pektolit,,,1,5,0,,0,"bílá, narůžovělá, šedavá",8,NaCa2H(Si3O9),
491,Pelosidrite,Pelosiderit,,,,,0,,0,,0,,5,,
492,Penfieldite,Penfieldit,,,,,0,,0,,0,,4,,
493,Pentlandite,Pentlandit,,,,,0,,0,,0,,2,,
494,Peridot,Peridot,,,,,0,,0,,0,,8,,
495,Pericles,Periklas,,,,,0,,0,,0,,4,,
496,Perovskite,Perovskit,,https://cs.wikipedia.org/wiki/Perovskit,,,1,5.5,0,,0,"žlutá, červenohnědá až černá",4,CaTiO3,
497,Petalite,Petalit,,,,,0,,0,,0,,8,,
498,Phillipsite,Phillipsit,,,,,0,,0,,0,,8,,
499,Piedmontite,Piemontit,,,,,0,,0,,0,,8,,
500,Picropharmacolith,Pikrofarmakolit,,,,,0,,0,,0,,7,,
501,Picrosmin,Pikrosmin,,,,,0,,0,,0,,8,,
502,Pinakiolite,Pinakiolit,,,,,0,,0,,0,,4,,
503,Pistachio,Pistacit,,,,,0,,0,,0,,8,,
504,Plagionite,Plagionit,,,,,0,,0,,0,,2,,
505,Plasma,Plasma,,,,,0,,0,,0,,4,,
506,Platinum,Platina,,,,,0,4.25,0.25,,0,,1,Pt,
507,Plyhalite,Plyhalit,,,,,0,,0,,0,,6,,
508,Polyanite,Polianit,,,,,0,,0,,0,,4,,
509,Pollute,Polucit,,,,,0,,0,,0,,8,,
510,Polybasite,Polybazit,,,,,0,,0,,0,,2,,
511,Polymignite,Polymignit,,,,,0,,0,,0,,4,,
512,Polyspherite,Polysferit,,,,,0,,0,,0,,7,,
513,Posnjakite,Posnjakit,,,,,0,,0,,0,,6,,
514,Powellite,Powellit,,,,,0,,0,,0,,4,,
515,Prehnite,Prehnit,,,,,0,,0,,0,,8,,
516,Proustite,Proustit,,,,,0,,0,,0,,2,,
517,Pseudoboleite,Pseudoboleit,,,,,0,,0,,0,,4,,
518,Pseudobrookite,Pseudobrookit,,,,,0,,0,,0,,4,,
519,Pseudomalachite,Pseudomalachit,,,,,0,,0,,0,,7,,
520,Psilomelane,Psilomelan,,,,,0,,0,,0,,4,,
521,Blistering,Pucherit,,,,,0,,0,,0,,7,,
522,Pumpellyite,Pumpellyit,,,,,0,,0,,0,,8,,
523,Piknit,Pyknit,,,,,0,,0,,0,,8,,
524,Pyrargyrite,Pyrargyrit,,,,,0,,0,,0,,2,,
525,Pyrrhotin,Pyrhotin,,https://cs.wikipedia.org/wiki/Nefrit,,,1,3.75,0.25,,0,"žlutohnědá, bronzová",2,"Fe(1-x)S (kde x=0-0,17)",
526,Pyrite,Pyrit,,,,,0,6.25,0.25,,0,mosazně žlutá,2,FeS2,
527,Pyrochlor,Pyrochlor,,,,,0,,0,,0,,4,,
528,Pyrophyllite,Pyrofylit,,,,,0,1.75,0.25,,0,"hnědozeleným, hnědožlutý, šedý",8,Al2Si4O10(OH)2,
529,Pyrolusite,Pyroluzit,,https://cs.wikipedia.org/wiki/Pyroluzit,,,1,6.25,0.25,,0,ocelově šedá až černá,4,MnO2,
530,Pyromorphite,Pyromorfit,,https://cs.wikipedia.org/wiki/Pyromorfit,,,1,3.75,0.25,,0,"trávově zelená, zelená, žlutá, žlutohnědá, žlutooranžová, hnědá, našedlá, může být i bezbarvý",7,Pb5(PO4)3Cl,
531,Pyrop,Pyrop,,https://cs.wikipedia.org/wiki/Pyrop,,,1,7.25,0.25,,0,temné odstíny červené,8,Mg3Al2[SiO4]3,
532,Pyrosmalite,Pyrosmalit,,,,,0,,0,,0,,8,,
533,Pyrostilpnite,Pyrostilpnit,,,,,0,,0,,0,,2,,
534,Rose quartz,Růženín,,,,,0,,0,,0,,4,,
535,Ralstonite,Ralstonit,,,,,0,,0,,0,,4,,
536,Rammelsbergite,Rammelsbergit,,,,,0,,0,,0,,2,,
537,Raspite,Raspit,,,,,0,,0,,0,,6,,
538,Rauenthalite,Rauenthalit,,,,,0,,0,,0,,7,,
539,Realgar,Realgar,,https://cs.wikipedia.org/wiki/Realgar,,,1,1.75,0.25,,0,oranžově červená,2,As4S4,
540,Rhaeticite,Rhaeticit,,,,,0,,0,,0,,8,,
541,Rhodesite,Rhodezit,,,,,0,,0,,0,,8,,
542,Richterite,Richterit,,,,,0,,0,,0,,8,,
543,Riebeckite,Riebeckit,,,,,0,,0,,0,,8,,
544,Ripidolite,Ripidolit,,,,,0,,0,,0,,8,,
545,Rockbridgeite,Rockbridgeit,,,,,0,,0,,0,,7,,
546,Rhodochrosite,Rodochrozit,,https://cs.wikipedia.org/wiki/Rodochrozit,,,1,3.75,0.25,,0,"růžový, červený, třešňově červený, žlutý, žlutošedý, šedý, skořicově hnědý, může být pruhovaný",5,MnCO3,
547,Rhodonite,Rodonit,,https://cs.wikipedia.org/wiki/Rodonit,,,1,6,0.5,,0,"růžová, červená, červenohnědá",8,"(Mn,Ca)SiO3",
548,Roedderit,Roedderit,,,,,0,,0,,0,,8,,
549,Romanechite,Romanechit,,,,,0,,0,,0,,4,,
550,To dew,Rosasit,,,,,0,,0,,0,,5,,
551,Roselit,Roselit,,,,,0,,0,,0,,7,,
552,Mercury,Rtuť,,https://cs.wikipedia.org/wiki/Rtu%C5%A5_(miner%C3%A1l),,,1,,0,,0,,1,Hg,
553,Rubella,Rubelan,,,,,0,,0,,0,,8,,
554,Rubellite,Rubelit,,,,,0,7.25,0.25,,0,"bezbarvá, růžová, červená, zelená, modrá, žlutá, hnědá až černá",8,"Na(Li,Al)3Al6(BO3)3Si6O18(OH)4",
555,Ruby,Rubín,,https://cs.wikipedia.org/wiki/Rub%C3%ADn,,,1,9,0,,0,červený,4,Al2O3,
556,Rutile,Rutil,,https://cs.wikipedia.org/wiki/Rutil,,,1,6.25,0.25,,0,"žlutá, červená až černá",4,TiO2,
557,Safflowerite,Saflorit,,,,,0,,0,,0,,2,,
558,Sapphire,Safír,,https://cs.wikipedia.org/wiki/Saf%C3%ADr,,,1,9,0,,0,"modrý, oranžový, růžový, žlutý, zelený,bílý nebo mnohobarevný",4,Al2O3,
559,Sagenite,Sagenit,,,,,0,,0,,0,,4,,
560,A Sainfeldite,Sainfeldit,,,,,0,,0,,0,,7,,
561,Salmiak,Salmiak,,https://cs.wikipedia.org/wiki/Salmiak_(miner%C3%A1l),,,1,,0,,0,,3,Vzorec,
562,Saléeit,Saléeit,,,,,0,,0,,0,,7,,
563,Samarski,Samarskit,,,,,0,,0,,0,,4,,
564,Velvet,Sametka,,,,,0,,0,,0,,4,,
565,Saneroit,Saneroit,,,,,0,,0,,0,,8,,
566,Sanidine,Sanidin,,https://cs.wikipedia.org/wiki/Sanidin,,,1,6,0,,0,"bezbarvý, bílý, šedý ...",8,KAlSi3O8,
567,Saponite,Saponit,,,,,0,,0,,0,,8,,
568,Sarabauit,Sarabauit,,,,,0,,0,,0,,2,,
569,Scheelite,Scheelit,,https://cs.wikipedia.org/wiki/Scheelit,,,1,4.75,0.25,,0,"bílá, žlutá, hnědá, oranžová, červená, zelenavá",6,CaWO4,
570,Schneiderhöhnit,Schneiderhöhnit,,,,,0,,0,,0,,4,,
571,Schrockingerite,Schroeckingerit,,,,,0,,0,,0,,5,,
572,Schulenbergite,Schulenbergit,,,,,0,,0,,0,,5,,
573,Schwazit,Schwazit,,,,,0,,0,,0,,2,,
574,Celadonite,Seladonit,,,,,0,,0,,0,,8,,
575,Selenite,Selenit,,,,,0,1.75,0.25,,0,"bezbarvý, podle příměsí",6,CaSO4•2H2O,
576,Seligmannite,Seligmannit,,,,,0,,0,,0,,2,,
577,Sellit,Sellait,,https://cs.wikipedia.org/wiki/Sellait,,,1,,0,,0,,3,,
578,Semseyit,Semseyit,,,,,0,,0,,0,,2,,
579,Senarmontite,Senarmontit,,,,,0,,0,,0,,4,,
580,Sepiolite,Sepiolit,,https://cs.wikipedia.org/wiki/Sepiolit,,,1,2.25,0.25,,0,"bílá, žlutavá,...",8,Mg4Si6O15(OH)2•6 H2O,
581,Serpierite,Serpierit,,,,,0,,0,,0,,6,,
582,Sphalerite,Sfalerit,,https://cs.wikipedia.org/wiki/Sfalerit,,,1,3.75,0.25,,0,"bílá, žlutá, červená, černá a další",2,ZnS,
583,Shorty,Shortit,,,,,0,,0,,0,,5,,
584,Siderite,Siderit,,,,,0,4.25,0.25,,0,"žlutohnědá, hnědočernášedá",5,FeCO3,
585,Sideronatrite,Sideronatrit,,,,,0,,0,,0,,6,,
586,Siegenite,Siegenit,,,,,0,,0,,0,,2,,
587,Sillimanite,Sillimanit,,https://cs.wikipedia.org/wiki/Sillimanit,,,1,7,0,,0,"bezbarvý, bílá, šedá...",8,Al2SiO5,
588,Scapolite,Skapolit,,,,,0,,0,,0,,8,,
589,Scolecite,Skolecit,,,,,0,,0,,0,,8,,
590,To corrode,Skorodit,,,,,0,,0,,0,,7,,
591,Skoryl,Skoryl,,https://cs.wikipedia.org/wiki/Skoryl,,,1,7.25,0.25,,0,černá,8,NaFe2+3Al6(BO3)3Si6O18(OH)4,
592,Skutterudite,Skutterudit,,,,,0,,0,,0,,2,CoAs3,
593,Enamel,Smaltin,,,,,0,,0,,0,,2,,
594,Smithsonite,Smithsonit,,,,,0,5,0,,0,"bílá, šedá, žlutá, zelená,...",5,ZnCO3,
595,Sodalite,Sodalit,,https://cs.wikipedia.org/wiki/Sodalit,,,1,5.75,0.25,,0,"modrý, modrošedý, šedý, fialový, růžový, bílý, nažloutlý, nazelenalý",8,Na8(Al6Si6O24)Cl2,
596,Soddyite,Soddyit,,,,,0,,0,,0,,8,,
597,Spangolite,Spangolit,,,,,0,,0,,0,,3,,
598,Specularity,Spekularit,,,,,0,6,0,,0,"červená, hnědá,šedá až černá",4,Fe2O3,
599,Spessartine,Spessartin,,https://cs.wikipedia.org/wiki/Spessartin,,,1,7.25,0.25,,0,oranžová až hnědočervená,8,Mn3Al2(SiO4)3,
600,Spinel,Spinel,,https://cs.wikipedia.org/wiki/Spinel,,,1,8,0,,0,"bezbarvý, žlutá, zelená,...",4,MgAl2O4,
601,Spodumene,Spodumen,,,,,0,,0,,0,,8,,
602,Srüverit,Srüverit,,,,,0,,0,,0,,4,,
603,Stanin,Stanin,,,,,0,,0,,0,,2,,
604,Staurolite,Staurolit,,https://cs.wikipedia.org/wiki/Staurolit,,,1,7.25,0.25,,0,červenohnědý až černohnědý,8,"(Fe,Mg,Zn)2(Al,Fe)9(Si,Al)4O22(O,OH)2",
605,Stephanite,Stefanit,,,,,0,,0,,0,,2,,
606,Stewartite,Stewartit,,,,,0,,0,,0,,7,,
607,Stibiconite,Stibikonit,,,,,0,,0,,0,,4,,
608,Stilbite,Stilbit,,,,,0,,0,,0,,8,,
609,Stilpnomelan,Stilpnomelan,,,,,0,,0,,0,,8,,
610,To be proud,Stolzit,,,,,0,,0,,0,,6,,
611,Strontianite,Strontianit,,,,,0,,0,,0,,5,,
612,Strunzite,Strunzit,,,,,0,,0,,0,,7,,
613,Struvit,Struvit,,,,,0,,0,,0,,7,,
614,Silver,Stříbro,,https://cs.wikipedia.org/wiki/St%C5%99%C3%ADbro_(miner%C3%A1l),,,1,2.5,0,,0,,1,Ag,
615,Switzerite,Switzerit,,,,,0,,0,,0,,7,,
616,Sylvanite,Sylvanit,,,,,0,1.25,0.25,,0,,2,AgAuTe4,
617,Sylvit,Sylvit,,,,,0,2,0,,0,"bílá, nažloutlá, šedá,načervenalá, namodralá",3,KCl,
618,Synchisite,Synchisit,,,,,0,,0,,0,,5,,
619,,nahradit2,,,,,0,,0,,0,,1,,
620,Sulfur,Síra,,https://cs.wikipedia.org/wiki/S%C3%ADra_(miner%C3%A1l),,,1,2,0,,0,,1,S,
621,Sörensenit,Sörensenit,,,,,0,,0,,0,,8,,
622,Talmessite,Talmessit,,,,,0,,0,,0,,7,,
623,Tantalite,Tantalit,,,,,0,,0,,0,,4,,
624,Tarbuttite,Tarbuttit,,,,,0,,0,,0,,7,,
625,Tarnovicit,Tarnovicit,,,,,0,,0,,0,,5,,
626,Thaumasite,Taumasit,,,,,0,,0,,0,,8,,
627,Tellurium,Telur,,,,,0,2.25,0,,0,,1,Te,
628,Tennantite,Tennantit,,,,,0,,0,,0,,2,,
629,Tenorite,Tenorit,,https://cs.wikipedia.org/wiki/Tenorit,,,1,3.75,0.25,,0,"černý, ocelově šedý",4,CuO,
630,Tetradymite,Tetradymit,,,,,0,,0,,0,,2,,
631,Tetrahedrite,Tetraedrit,,,,,0,,0,,0,,2,,
632,Thaumasite,Thaumasit,,,,,0,,0,,0,,8,,
633,Thenardite,Thenardit,,,,,0,,0,,0,,6,,
634,Thomsenolite,Thomsenolit,,,,,0,,0,,0,,3,,
635,Thomsonite,Thomsonit,,,,,0,,0,,0,,8,,
636,Thorianite,Thorianit,,,,,0,,0,,0,,4,,
637,Thorianite,Thorianit,,,,,0,,0,,0,,4,,
638,Thorite,Thorit,,,,,0,,0,,0,,8,,
639,Thortveitit,Thortveitit,,,,,0,,0,,0,,8,,
640,Thuringite,Thuringit,,,,,0,,0,,0,,8,,
641,Tyrolite,Tirolit,,,,,0,1.75,0.25,,0,"tyrkysově modrá, modrozelená",7,Ca2Cu9(AsO4)4(CO3)(OH)8·11H2O,
642,Titanite,Titanit,,https://cs.wikipedia.org/wiki/Titanit,,,1,5.25,0.25,,0,"bílá, žlutá, hnědá, …",8,CaTiSiO5,
643,Topaz,Topaz,,https://cs.wikipedia.org/wiki/Topaz,,,1,8,0,,0,"čirý, vínově žlutý, medový, růžový, nahnědlý, namodralý",8,"Al2SiO4.(F,OH)2",
644,Torbernite,Torbernit,,,,,0,,0,,0,zelená,7,Cu(UO2)2(PO4)2·8−12H2O.,
645,Tremolite,Tremolit,,https://cs.wikipedia.org/wiki/Tremolit,,,1,,0,,0,,8,,
646,Tridymite,Tridymit,,,,,0,,0,,0,,4,,
647,Triphylline,Trifylín,,,,,0,,0,,0,,7,,
648,Triplet,Triplit,,https://cs.wikipedia.org/wiki/Triplit,,,1,5.25,0.25,,0,"hnědá, červená, černá",7,"(Mn2+,Fe2+,Mg,Ca)2(PO4)(F,OH)",
649,The throne,Trona,,https://cs.wikipedia.org/wiki/Trona,,,1,"2,5",0,,0,"bílá, nažloutlá, šedá",5,Na2CO3·NaHCO3·2H2O,
650,Troostit,Troostit,,,,,0,,0,,0,,8,,
651,Trögerit,Trögerit,,,,,0,,0,,0,,7,,
652,Tsilaisit,Tsilaisit,,,,,0,,0,,0,,8,,
653,Tsumcorit,Tsumcorit,,,,,0,,0,,0,,7,,
654,Tungsten,Tungstit,,,,,0,,0,,0,,4,,
655,Tunisian,Tunisit,,,,,0,,0,,0,,5,,
656,Tourmaline,Turmalín,,https://cs.wikipedia.org/wiki/Turmal%C3%ADn,,,1,7.25,0.25,,0,různá podle odrůd,8,proměnlivý,
657,Tuscanite,Tuscanit,,,,,0,,0,,0,,8,,
658,Turquoise,Tyrkys,,https://cs.wikipedia.org/wiki/Tyrkys,,,1,5.5,0.5,,0,"tyrkysově modrá, modrozelená",7,CuAl6(PO4)4(OH)8.4H2O,
659,Ulexit,Ulexit,,https://cs.wikipedia.org/wiki/Ulexit,,,1,2.5,0,,0,bezbarvý až bílý,5,NaCaB5O6(OH)6·5H2O,
660,Ullmannite,Ullmannit,,,,,0,,0,,0,,2,NiSbS,
661,Uraninite,Uraninit,,https://cs.wikipedia.org/wiki/Uraninit,,,1,5.5,0.5,,0,černá,4,UO2,
662,Uranocircite,Uranocircit,,,,,0,,0,,0,,7,,
663,Uranophan,Uranofán,,,,,0,,0,,0,,8,,
664,To cook,Uvarovit,,https://cs.wikipedia.org/wiki/Uvarovit,,,1,6.75,0.25,,0,temně smaragdově zelená,8,Ca3Cr2Si3O12,
665,Uvit,Uvit,,,,,0,,0,,0,,8,,
666,Uvit,Uvit,,,,,0,,0,,0,,8,,
667,Valkhovit,Valchovit,,,,,0,,0,,0,,4,,
668,Valentinite,Valentinit,,,,,0,,0,,0,,4,,
669,Vanadinite,Vanadinit,,,,,0,,0,,0,,7,,
670,Variscite,Variscit,,,,,0,,0,,0,,7,,
671,Vauxite,Vauxit,,,,,0,,0,,0,,7,,
672,To pay,Verdelit,,,,,0,7.25,0.25,,0,"bezbarvá, růžová, červená, zelená, modrá, žlutá, hnědá až černá",8,"Na(Li,Al)3Al6(BO3)3Si6O18(OH)4",
673,Vermiculite,Vermikulit,,https://cs.wikipedia.org/wiki/Vermikulit,,,1,1.5,0,,0,"žlutohnědá, zelenohnědá",8,"(Mg,Fe,Al)3(Al,Si)4O10(OH)2·4(H2O)",
674,Vesuvian,Vesuvian,,,,,0,,0,,0,,8,,
675,Viljuit,Viljujit,,,,,0,,0,,0,,8,,
676,Viola,Violan,,,,,0,6,0.5,,0,"světle až tmavě zelená, někdy nažloutlá až bezbarvá",8,MgCaSi2O6,
677,Vivianite,Vivianit,,https://cs.wikipedia.org/wiki/Vivianit,,,1,1.75,0.25,,0,"bezbarvý, časem se mění",7,Fe3(PO4)2·8(H2O),
678,Vladimirite,Vladimirit,,,,,0,,0,,0,,7,,
679,Volborthite,Volborthit,,,,,0,,0,,0,,7,,
680,A hot spring,Vřídlovec,,,,,0,,0,,0,,5,,
681,Wad,Wad,,,,,0,,0,,0,,4,,
682,Wagnerite,Wagnerit,,,,,0,,0,,0,,7,,
683,Wakabayshilite,Wakabajšilit,,,,,0,,0,,0,,2,,
684,Walpurgin,Walpurgin,,,,,0,,0,,0,,7,,
685,Wardite,Wardit,,,,,0,,0,,0,,7,,
686,Warwickite,Warwickit,,,,,0,,0,,0,,5,,
687,Wavellite,Wavellit,,https://cs.wikipedia.org/wiki/Wavellit,,,1,3.75,0.25,,0,světle žlutá až zelená,7,"Al3(PO4)2(OH,F)3 · 5H2O",
688,Weinschenkit,Weinschenkit,,,,,0,,0,,0,,7,,
689,Weloganite,Weloganit,,,,,0,,0,,0,,4,,
690,Whewellite,Whewellit,,,,,0,,0,,0,,5,,
691,Whiteit,Whiteit,,,,,0,,0,,0,,7,,
692,Whitlockite,Whitlockit,,,,,0,,0,,0,,7,,
693,Willemit,Willemit,,https://cs.wikipedia.org/wiki/Willemit,,,1,5.5,0,,0,"bílá, nažloutlá, šedá ...",8,Zn2[SiO4],
694,Witherit,Witherit,,,,,0,,0,,0,,5,,
695,Wolfite,Wolfeit,,,,,0,,0,,0,,7,,
696,Wolframite,Wolframit,,https://cs.wikipedia.org/wiki/Wolframit,,,1,4.5,0,,0,"černá, tmavohnědá",6,"(Fe,Mn)WO4",
697,Wollastonite,Wollastonit,,,,,0,,0,,0,,8,,
698,Wollastonite,Wollastonit,,,,,0,,0,,0,,8,,
699,Woodhouseite,Woodhouseit,,,,,0,,0,,0,,6,,
700,Wulfenite,Wulfenit,,,,,0,,0,,0,,6,,
701,Wurtzite,Wurtzit,,https://cs.wikipedia.org/wiki/Wurtzit,,,1,,0,,0,,2,,
702,Xenotime,Xenotim,,,,,0,,0,,0,,7,,
703,Yugawarlit,Yugawarlit,,,,,0,,0,,0,,8,,
704,Sort out,Zaratit,,,,,0,,0,,0,,5,,
705,Zeophyllite,Zeofylit,,,,,0,,0,,0,,8,,
706,Zeunerite,Zeunerit,,,,,0,,0,,0,,7,,
707,Zincite,Zinkit,,https://cs.wikipedia.org/wiki/Zinkit,,,1,4,0,,0,"žlutooranžová, červená, červenohnědá,...",4,"(Zn,Mn2+)O",
708,Zippite,Zippeit,,https://cs.wikipedia.org/wiki/Zippeit,,,1,2,0,,0,"zlatě žlutá, sv. žlutá,…",6,K4(UO2)6(OH)10(SO4)3.4H2O,
709,Zircon,Zirkon,,https://cs.wikipedia.org/wiki/Zirkon,,,1,7.5,0,,0,"bezbarvý, žlutá, zelená, modrá...",8,ZrSiO4,
710,Zircon Favas,Zirkonové Favas,,,,,0,,0,,0,,4,,
711,Zircon Gold,Zlato,,,,,0,2.5,0,,0,,1,Au,
712,Zoisite zircons,Zoisit,,https://cs.wikipedia.org/wiki/Zoisit,,,1,6.5,0,,0,"bezbarvý, zelená, žlutá, modrá, fialová, červená, růžová",8,Ca2Al3Si3O12(OH),
713,Zánheda zircons,Záhněda,,https://cs.wikipedia.org/wiki/Z%C3%A1hn%C4%9Bda,,,1,7,0,,0,"čirá; hnědá v různých odstínech až do šedé; morion-černá odrůda; zabarvení příměsí Al, Li, Na, přírodním radioaktivním zářením",4,SiO2,
714,Zircon Åkermanite,Åkermanit,,,,,0,,0,,0,,8,,
715,Zirconia Cermíkite,Čermíkit,,,,,0,,0,,0,,6,,
716,Zircon Tjuamunits,Ťujamunit,,,,,0,,0,,0,,7,,
717,Zirconium Iron,Železo,,,,,0,4,0,,0,,1,Fe,
